data;denominazione_provincia;totale_casi;totale_casi_positivi;totale_deceduti;negativizzati;totale_tamponi
2020-03-26T08:00:00;Vicenza;899;0;0;0;2308
2020-03-26T08:00:00;Belluno;313;0;0;0;1101
2020-03-26T08:00:00;Rovigo;110;0;0;0;1016
2020-03-26T08:00:00;Domicilio fuori Veneto;132;0;0;0;0
2020-03-26T08:00:00;Assegnazione in corso;128;0;0;0;0
2020-03-26T17:00:00;Padova;1726;0;0;0;3270
2020-03-26T17:00:00;Comune di Vo';84;0;0;0;0
2020-03-26T17:00:00;Treviso;1265;0;0;0;3156
2020-03-26T17:00:00;Venezia;936;0;0;0;4174
2020-03-26T17:00:00;Verona;1532;0;0;0;3641
2020-03-26T17:00:00;Vicenza;946;0;0;0;2408
2020-03-26T17:00:00;Belluno;326;0;0;0;1170
2020-03-26T17:00:00;Rovigo;117;0;0;0;1076
2020-03-26T17:00:00;Domicilio fuori Veneto;134;0;0;0;0
2020-03-26T17:00:00;Assegnazione in corso;136;0;0;0;0
2020-03-27T08:00:00;Padova;1807;0;0;0;3270
2020-03-27T08:00:00;Comune di Vo';84;0;0;0;0
2020-03-27T08:00:00;Treviso;1310;0;0;0;3156
2020-03-27T08:00:00;Venezia;955;0;0;0;4174
2020-03-27T08:00:00;Verona;1645;0;0;0;3641
2020-03-27T08:00:00;Vicenza;966;0;0;0;2408
2020-03-27T08:00:00;Belluno;329;0;0;0;1170
2020-03-27T08:00:00;Rovigo;122;0;0;0;1076
2020-03-27T08:00:00;Domicilio fuori Veneto;134;0;0;0;0
2020-03-27T08:00:00;Assegnazione in corso;145;0;0;0;0
2020-03-27T17:00:00;Padova;1835;0;0;0;3270
2020-03-27T17:00:00;Comune di Vo';84;0;0;0;0
2020-03-27T17:00:00;Treviso;1324;0;0;0;3868
2020-03-27T17:00:00;Venezia;976;0;0;0;4259
2020-03-27T17:00:00;Verona;1688;0;0;0;3836
2020-03-27T17:00:00;Vicenza;989;0;0;0;2426
2020-03-27T17:00:00;Belluno;357;0;0;0;1193
2020-03-27T17:00:00;Rovigo;122;0;0;0;1148
2020-03-27T17:00:00;Domicilio fuori Veneto;150;0;0;0;0
2020-03-27T17:00:00;Assegnazione in corso;124;0;0;0;0
2020-03-28T08:00:00;Padova;1924;0;0;0;3270
2020-03-28T08:00:00;Comune di Vo';85;0;0;0;0
2020-03-28T08:00:00;Treviso;1359;0;0;0;3868
2020-03-28T08:00:00;Venezia;1019;0;0;0;4259
2020-03-28T08:00:00;Verona;1754;0;0;0;3836
2020-03-28T08:00:00;Vicenza;1036;0;0;0;2426
2020-03-28T08:00:00;Belluno;367;0;0;0;1193
2020-03-28T08:00:00;Rovigo;122;0;0;0;1148
2020-03-28T08:00:00;Domicilio fuori Veneto;152;0;0;0;0
2020-03-28T08:00:00;Assegnazione in corso;112;0;0;0;0
2020-03-28T17:00:00;Padova;1981;0;0;0;3532
2020-03-28T17:00:00;Comune di Vo';85;0;0;0;0
2020-03-28T17:00:00;Treviso;1363;0;0;0;4075
2020-03-28T17:00:00;Venezia;1031;0;0;0;4261
2020-03-28T17:00:00;Verona;1790;0;0;0;3968
2020-03-28T17:00:00;Vicenza;1068;0;0;0;2501
2020-03-28T17:00:00;Belluno;394;0;0;0;1189
2020-03-28T17:00:00;Rovigo;124;0;0;0;538
2020-03-28T17:00:00;Domicilio fuori Veneto;161;0;0;0;0
2020-03-28T17:00:00;Assegnazione in corso;103;0;0;0;0
2020-03-29T08:00:00;Padova;2039;0;0;0;3532
2020-03-29T08:00:00;Comune di Vo';85;0;0;0;0
2020-03-29T08:00:00;Treviso;1402;0;0;0;4075
2020-03-29T08:00:00;Venezia;1067;0;0;0;4261
2020-03-29T08:00:00;Verona;1876;0;0;0;3968
2020-03-29T08:00:00;Vicenza;1104;0;0;0;2501
2020-03-29T08:00:00;Belluno;396;0;0;0;1189
2020-03-29T08:00:00;Rovigo;125;0;0;0;538
2020-03-29T08:00:00;Domicilio fuori Veneto;163;0;0;0;0
2020-03-29T08:00:00;Assegnazione in corso;101;0;0;0;0
2020-03-29T17:00:00;Padova;2064;0;0;0;3532
2020-03-29T17:00:00;Comune di Vo';85;0;0;0;0
2020-03-29T17:00:00;Treviso;1412;0;0;0;4346
2020-03-29T17:00:00;Venezia;1086;0;0;0;4256
2020-03-29T17:00:00;Verona;1933;0;0;0;3392
2020-03-29T17:00:00;Vicenza;1125;0;0;0;2567
2020-03-29T17:00:00;Belluno;411;0;0;0;1231
2020-03-29T17:00:00;Rovigo;125;0;0;0;571
2020-03-29T17:00:00;Domicilio fuori Veneto;164;0;0;0;0
2020-03-29T17:00:00;Assegnazione in corso;104;0;0;0;0
2020-03-30T08:00:00;Padova;2103;0;0;0;3532
2020-03-30T08:00:00;Comune di Vo';85;0;0;0;0
2020-03-30T08:00:00;Treviso;1449;0;0;0;4346
2020-03-30T08:00:00;Venezia;1107;0;0;0;4256
2020-03-30T08:00:00;Verona;1982;0;0;0;3392
2020-03-30T08:00:00;Vicenza;1168;0;0;0;2567
2020-03-30T08:00:00;Belluno;423;0;0;0;1231
2020-03-30T08:00:00;Rovigo;131;0;0;0;571
2020-03-30T08:00:00;Domicilio fuori Veneto;165;0;0;0;0
2020-03-30T08:00:00;Assegnazione in corso;111;0;0;0;0
2020-03-30T17:00:00;Padova;2118;0;0;0;3291
2020-03-30T17:00:00;Comune di Vo';85;0;0;0;0
2020-03-30T17:00:00;Treviso;1459;0;0;0;4398
2020-03-30T17:00:00;Venezia;1127;0;0;0;4252
2020-03-30T17:00:00;Verona;2054;0;0;0;3592
2020-03-30T17:00:00;Vicenza;1180;0;0;0;2592
2020-03-30T17:00:00;Belluno;425;0;0;0;1269
2020-03-30T17:00:00;Rovigo;131;0;0;0;551
2020-03-30T17:00:00;Domicilio fuori Veneto;166;0;0;0;0
2020-03-30T17:00:00;Assegnazione in corso;108;0;0;0;0
2020-03-31T08:00:00;Padova;2179;1981;79;119;3291
2020-03-31T08:00:00;Comune di Vo';85;23;3;59;0
2020-03-31T08:00:00;Treviso;1522;1302;106;114;4398
2020-03-31T08:00:00;Venezia;1170;1023;68;79;4252
2020-03-31T08:00:00;Verona;2112;1936;136;40;3592
2020-03-31T08:00:00;Vicenza;1242;1120;66;56;2592
2020-03-31T08:00:00;Belluno;430;399;11;20;1269
2020-03-31T08:00:00;Rovigo;136;117;3;16;551
2020-03-31T08:00:00;Domicilio fuori Veneto;168;149;4;15;0
2020-03-31T08:00:00;Assegnazione in corso;111;109;1;1;0
2020-03-31T17:00:00;Padova;2227;2026;79;112;3959
2020-03-31T17:00:00;Comune di Vo';85;23;3;59;0
2020-03-31T17:00:00;Treviso;1529;1306;108;115;4170
2020-03-31T17:00:00;Venezia;1192;1038;71;83;4307
2020-03-31T17:00:00;Verona;2221;2037;145;39;3371
2020-03-31T17:00:00;Vicenza;1272;1156;67;60;2640
2020-03-31T17:00:00;Belluno;441;409;12;20;1263
2020-03-31T17:00:00;Rovigo;135;123;3;9;565
2020-03-31T17:00:00;Domicilio fuori Veneto;186;166;4;16;0
2020-03-31T17:00:00;Assegnazione in corso;86;86;0;0;0
2020-04-01T08:00:00;Padova;2283;2072;80;131;3959
2020-04-01T08:00:00;Comune di Vo';85;23;3;59;0
2020-04-01T08:00:00;Treviso;1554;1318;107;129;4170
2020-04-01T08:00:00;Venezia;1231;1058;74;99;4307
2020-04-01T08:00:00;Verona;2287;2092;148;47;3371
2020-04-01T08:00:00;Vicenza;1327;1179;68;80;2640
2020-04-01T08:00:00;Belluno;460;426;12;22;1263
2020-04-01T08:00:00;Rovigo;140;128;3;9;565
2020-04-01T08:00:00;Domicilio fuori Veneto;181;161;4;16;0
2020-04-01T08:00:00;Assegnazione in corso;77;77;0;0;0
2020-04-01T17:00:00;Padova;2317;2101;84;132;4207
2020-04-01T17:00:00;Comune di Vo';85;20;3;62;0
2020-04-01T17:00:00;Treviso;1557;1319;109;129;4132
2020-04-01T17:00:00;Venezia;1242;1066;77;99;4371
2020-04-01T17:00:00;Verona;2323;2124;152;47;3031
2020-04-01T17:00:00;Vicenza;1376;1223;69;84;2667
2020-04-01T17:00:00;Belluno;471;433;45;23;1303
2020-04-01T17:00:00;Rovigo;143;127;4;12;567
2020-04-01T17:00:00;Domicilio fuori Veneto;179;158;4;17;0
2020-04-01T17:00:00;Assegnazione in corso;55;55;0;0;0
2020-04-02T08:00:00;Padova;2403;2173;88;142;4207
2020-04-02T08:00:00;Comune di Vo';86;18;3;65;0
2020-04-02T08:00:00;Treviso;1606;1355;111;140;4132
2020-04-02T08:00:00;Venezia;1293;1107;80;106;4371
2020-04-02T08:00:00;Verona;2405;2182;156;67;3031
2020-04-02T08:00:00;Vicenza;1434;1272;70;92;2667
2020-04-02T08:00:00;Belluno;487;445;16;26;1303
2020-04-02T08:00:00;Rovigo;152;135;4;13;567
2020-04-02T08:00:00;Domicilio fuori Veneto;181;160;4;17;0
2020-04-02T08:00:00;Assegnazione in corso;64;64;0;0;0
2020-04-02T17:00:00;Padova;2416;2184;90;142;4206
2020-04-02T17:00:00;Comune di Vo';86;17;3;66;0
2020-04-02T17:00:00;Treviso;1618;1360;114;144;4196
2020-04-02T17:00:00;Venezia;1308;1114;83;111;4409
2020-04-02T17:00:00;Verona;2438;2196;167;75;2800
2020-04-02T17:00:00;Vicenza;1486;1305;72;109;2679
2020-04-02T17:00:00;Belluno;488;443;19;26;1349
2020-04-02T17:00:00;Rovigo;164;145;4;15;599
2020-04-02T17:00:00;Domicilio fuori Veneto;182;161;4;17;0
2020-04-02T17:00:00;Assegnazione in corso;65;65;0;0;0
2020-04-03T08:00:00;Padova;2467;2223;90;154;4206
2020-04-03T08:00:00;Comune di Vo';86;17;3;66;0
2020-04-03T08:00:00;Treviso;1657;1374;116;167;4196
2020-04-03T08:00:00;Venezia;1321;1113;86;122;4409
2020-04-03T08:00:00;Verona;2488;2227;175;86;2800
2020-04-03T08:00:00;Vicenza;1514;1312;75;127;2679
2020-04-03T08:00:00;Belluno;499;452;19;28;1349
2020-04-03T08:00:00;Rovigo;180;160;4;16;599
2020-04-03T08:00:00;Domicilio fuori Veneto;183;161;4;18;0
2020-04-03T08:00:00;Assegnazione in corso;69;69;0;0;0
2020-04-03T17:00:00;Padova;2484;2231;94;159;4424
2020-04-03T17:00:00;Comune di Vo';86;17;3;66;0
2020-04-03T17:00:00;Treviso;1665;1380;118;167;4183
2020-04-03T17:00:00;Venezia;1343;1125;93;125;4318
2020-04-03T17:00:00;Verona;2504;2232;182;90;2539
2020-04-03T17:00:00;Vicenza;1553;1339;77;137;2657
2020-04-03T17:00:00;Belluno;508;458;22;28;1324
2020-04-03T17:00:00;Rovigo;183;162;5;16;613
2020-04-03T17:00:00;Domicilio fuori Veneto;185;163;4;18;0
2020-04-03T17:00:00;Assegnazione in corso;70;70;0;0;0
2020-04-04T08:00:00;Padova;2546;2261;98;187;4424
2020-04-04T08:00:00;Comune di Vo';86;17;3;66;0
2020-04-04T08:00:00;Treviso;1687;1374;119;194;4183
2020-04-04T08:00:00;Venezia;1362;1126;94;142;4318
2020-04-04T08:00:00;Verona;2547;2269;183;95;2539
2020-04-04T08:00:00;Vicenza;1608;1370;78;159;2657
2020-04-04T08:00:00;Belluno;522;471;22;29;1324
2020-04-04T08:00:00;Rovigo;184;162;5;17;613
2020-04-04T08:00:00;Domicilio fuori Veneto;205;179;4;22;0
2020-04-04T08:00:00;Assegnazione in corso;77;77;0;0;0
2020-04-04T17:00:00;Padova;2588;2294;103;191;4274
2020-04-04T17:00:00;Comune di Vo';86;17;3;66;0
2020-04-04T17:00:00;Treviso;1689;1374;122;196;4095
2020-04-04T17:00:00;Venezia;1372;1139;96;144;4384
2020-04-04T17:00:00;Verona;2567;2282;189;96;2507
2020-04-04T17:00:00;Vicenza;1636;1392;79;165;2774
2020-04-04T17:00:00;Belluno;535;484;22;29;1354
2020-04-04T17:00:00;Rovigo;184;162;5;17;599
2020-04-04T17:00:00;Domicilio fuori Veneto;204;177;5;22;0
2020-04-04T17:00:00;Assegnazione in corso;78;78;0;0;0
2020-04-05T08:00:00;Padova;2658;2362;104;192;4274
2020-04-05T08:00:00;Comune di Vo';86;17;3;66;0
2020-04-05T08:00:00;Treviso;1712;1390;123;199;4095
2020-04-05T08:00:00;Venezia;1425;1182;96;147;4384
2020-04-05T08:00:00;Verona;2688;2400;190;98;2507
2020-04-05T08:00:00;Vicenza;1647;1392;83;172;2774
2020-04-05T08:00:00;Belluno;538;486;22;30;1354
2020-04-05T08:00:00;Rovigo;186;163;5;18;599
2020-04-05T08:00:00;Domicilio fuori Veneto;204;176;5;23;0
2020-04-05T08:00:00;Assegnazione in corso;82;82;0;0;0
2020-04-05T17:00:00;Padova;2712;2406;113;193;4274
2020-04-05T17:00:00;Comune di Vo';87;18;3;66;0
2020-04-05T17:00:00;Treviso;1719;1394;126;199;4072
2020-04-05T17:00:00;Venezia;1452;1204;99;149;4198
2020-04-05T17:00:00;Verona;2715;2422;193;100;2524
2020-04-05T17:00:00;Vicenza;1686;1417;86;183;2620
2020-04-05T17:00:00;Belluno;557;503;22;32;1328
2020-04-05T17:00:00;Rovigo;188;164;6;18;579
2020-04-05T17:00:00;Domicilio fuori Veneto;205;176;6;23;0
2020-04-05T17:00:00;Assegnazione in corso;86;86;0;0;0
2020-04-06T08:00:00;Padova;2776;2467;114;195;4274
2020-04-06T08:00:00;Comune di Vo';87;17;3;67;0
2020-04-06T08:00:00;Treviso;1726;1398;127;201;4072
2020-04-06T08:00:00;Venezia;1487;1229;100;158;4198
2020-04-06T08:00:00;Verona;2755;2458;196;101;2524
2020-04-06T08:00:00;Vicenza;1704;1430;87;187;2620
2020-04-06T08:00:00;Belluno;558;504;22;32;1328
2020-04-06T08:00:00;Rovigo;203;179;6;18;579
2020-04-06T08:00:00;Domicilio fuori Veneto;205;176;6;24;0
2020-04-06T08:00:00;Assegnazione in corso;86;87;1;0;0
2020-04-06T17:00:00;Padova;2794;2482;117;195;4789
2020-04-06T17:00:00;Comune di Vo';87;17;3;67;0
2020-04-06T17:00:00;Treviso;1731;1396;130;205;3912
2020-04-06T17:00:00;Venezia;1508;1248;102;158;3419
2020-04-06T17:00:00;Verona;2792;2489;202;101;2521
2020-04-06T17:00:00;Vicenza;1715;1437;90;188;2398
2020-04-06T17:00:00;Belluno;577;518;27;32;1246
2020-04-06T17:00:00;Rovigo;203;178;6;19;581
2020-04-06T17:00:00;Domicilio fuori Veneto;203;173;6;24;0
2020-04-06T17:00:00;Assegnazione in corso;88;87;1;0;0
2020-04-07T08:00:00;Padova;2878;2556;119;203;4789
2020-04-07T08:00:00;Comune di Vo';87;17;3;67;0
2020-04-07T08:00:00;Treviso;1738;1393;134;211;3912
2020-04-07T08:00:00;Venezia;1543;1278;104;161;3419
2020-04-07T08:00:00;Verona;2856;2539;205;112;2521
2020-04-07T08:00:00;Vicenza;1734;1452;90;192;2398
2020-04-07T08:00:00;Belluno;577;518;27;32;1246
2020-04-07T08:00:00;Rovigo;218;188;6;25;581
2020-04-07T08:00:00;Domicilio fuori Veneto;205;174;6;25;0
2020-04-07T08:00:00;Assegnazione in corso;89;88;1;0;0
2020-04-07T17:00:00;Padova;2915;2575;126;214;4834
2020-04-07T17:00:00;Comune di Vo';87;17;3;67;0
2020-04-07T17:00:00;Treviso;1768;1412;142;214;3742
2020-04-07T17:00:00;Venezia;1557;1288;107;162;3427
2020-04-07T17:00:00;Verona;2866;2539;210;117;2479
2020-04-07T17:00:00;Vicenza;1737;1454;91;192;2585
2020-04-07T17:00:00;Belluno;580;518;28;34;1211
2020-04-07T17:00:00;Rovigo;225;188;8;29;608
2020-04-07T17:00:00;Domicilio fuori Veneto;203;172;6;25;0
2020-04-07T17:00:00;Assegnazione in corso;83;82;1;0;0
2020-04-08T08:00:00;Padova;2969;2529;125;315;4834
2020-04-08T08:00:00;Comune di Vo';87;14;3;69;0
2020-04-08T08:00:00;Treviso;1863;1423;143;297;3742
2020-04-08T08:00:00;Venezia;1630;1254;110;266;3427
2020-04-08T08:00:00;Verona;2920;2534;218;168;2479
2020-04-08T08:00:00;Vicenza;1782;1423;92;267;2585
2020-04-08T08:00:00;Belluno;602;520;28;54;1211
2020-04-08T08:00:00;Rovigo;232;189;9;34;608
2020-04-08T08:00:00;Domicilio fuori Veneto;225;186;6;33;0
2020-04-08T08:00:00;Assegnazione in corso;100;98;2;0;0
2020-04-08T17:00:00;Padova;2999;2548;131;320;4853
2020-04-08T17:00:00;Comune di Vo';87;14;3;70;0
2020-04-08T17:00:00;Treviso;1863;1415;145;303;3570
2020-04-08T17:00:00;Venezia;1695;1285;112;298;3328
2020-04-08T17:00:00;Verona;2951;2561;219;171;2446
2020-04-08T17:00:00;Vicenza;1856;1474;92;290;2599
2020-04-08T17:00:00;Belluno;609;525;30;54;1171
2020-04-08T17:00:00;Rovigo;236;192;10;34;586
2020-04-08T17:00:00;Domicilio fuori Veneto;224;184;7;33;0
2020-04-08T17:00:00;Assegnazione in corso;102;101;1;0;0
2020-04-09T08:00:00;Padova;3047;2566;132;349;4853
2020-04-09T08:00:00;Comune di Vo';87;14;3;70;0
2020-04-09T08:00:00;Treviso;1906;1431;147;328;3570
2020-04-09T08:00:00;Venezia;1751;1268;112;371;3328
2020-04-09T08:00:00;Verona;3049;2646;219;184;2446
2020-04-09T08:00:00;Vicenza;1885;1494;94;297;2599
2020-04-09T08:00:00;Belluno;620;534;30;56;1171
2020-04-09T08:00:00;Rovigo;249;201;11;37;586
2020-04-09T08:00:00;Domicilio fuori Veneto;229;186;7;36;0
2020-04-09T08:00:00;Assegnazione in corso;110;109;1;0;0
2020-04-09T17:00:00;Padova;3069;2574;139;356;4905
2020-04-09T17:00:00;Comune di Vo';87;14;3;70;0
2020-04-09T17:00:00;Treviso;1912;1427;149;336;3620
2020-04-09T17:00:00;Venezia;1760;1245;117;398;3382
2020-04-09T17:00:00;Verona;3090;2675;227;188;2336
2020-04-09T17:00:00;Vicenza;1928;1516;98;314;2547
2020-04-09T17:00:00;Belluno;644;549;30;65;1142
2020-04-09T17:00:00;Rovigo;250;199;12;39;608
2020-04-09T17:00:00;Domicilio fuori Veneto;229;182;8;39;0
2020-04-09T17:00:00;Assegnazione in corso;117;116;1;0;0
2020-04-10T08:00:00;Padova;3119;2597;142;380;4905
2020-04-10T08:00:00;Comune di Vo';87;11;3;73;0
2020-04-10T08:00:00;Treviso;1944;1425;151;368;3620
2020-04-10T08:00:00;Venezia;1780;1229;118;433;3382
2020-04-10T08:00:00;Verona;3257;2809;228;220;2336
2020-04-10T08:00:00;Vicenza;1953;1512;99;342;2547
2020-04-10T08:00:00;Belluno;649;553;30;66;1142
2020-04-10T08:00:00;Rovigo;271;200;13;58;608
2020-04-10T08:00:00;Domicilio fuori Veneto;234;185;8;41;0
2020-04-10T08:00:00;Assegnazione in corso;127;126;1;0;0
2020-04-10T17:00:00;Padova;3131;2585;149;397;4905
2020-04-10T17:00:00;Comune di Vo';87;11;3;73;0
2020-04-10T17:00:00;Treviso;1948;1421;154;373;3620
2020-04-10T17:00:00;Venezia;1795;1221;118;456;3382
2020-04-10T17:00:00;Verona;3274;2812;235;227;2336
2020-04-10T17:00:00;Vicenza;1986;1524;111;351;2547
2020-04-10T17:00:00;Belluno;650;552;32;66;1142
2020-04-10T17:00:00;Rovigo;273;202;13;58;608
2020-04-10T17:00:00;Domicilio fuori Veneto;236;186;8;42;0
2020-04-10T17:00:00;Assegnazione in corso;79;78;1;0;0
